xlsx_row,company,website,email,domain,address,categoria,stage,why,kept_xlsx_row,kept_company
2106,Hair Inspira® Expertos en Prótesis Capilares en Barcelona,https://hairinspira.com/estudio-expertos-protesis-capilares-barcelona/,hello@hairinspira.com,hairinspira.com,"Via Augusta, 281, Sarrià-Sant Gervasi, 08017 Barcelona, Spain",CLINICA CAPILAR,Pending,duplicate_email:hello@hairinspira.com,1623,Hair Inspira
2107,Hair Solution Clínica Salud y Estética Capilar,https://hairsolution.es/contacta,,hairsolution.es,,CLINICA CAPILAR,Pending,duplicate_website_domain:hairsolution.es,1626,Hair Solution Clínica Salud y Estética Capilar
2108,"HairBack Clinic - Injerto Capilar en Barcelona, España",https://www.hairbackclinic.es/,,hairbackclinic.es,,CLINICA CAPILAR,Pending,duplicate_website_domain:hairbackclinic.es,1631,"HairBack Clinic - Injerto Capilar en Barcelona, España"
2109,ISTITUTO DERMATOLOGICO TRICOLOGICO ROMANO,https://www.istitutotricologico.it/,,istitutotricologico.it,,CLINICA CAPILAR,Pending,duplicate_website_domain:istitutotricologico.it,1645,ISTITUTO DERMATOLOGICO TRICOLOGICO ROMANO
2110,Injerto Capilar Barcelona,https://injertocapilarbarcelona.injertoscapilaresfue.com/,,injertocapilarbarcelona.injertoscapilaresfue.com,,CLINICA CAPILAR,Pending,duplicate_website_domain:injertocapilarbarcelona.injertoscapilaresfue.com,1649,Injerto Capilar Barcelona
2112,Inktenza Micropigmentación Capilar,https://www.inktenzastudio.com/,inktenza@inktenza.com,inktenzastudio.com,,CLINICA CAPILAR,Pending,duplicate_email:inktenza@inktenza.com,1651,Inktenza Micropigmentación Capilar
2113,Insparya® | Clínica salud capilar Barcelona,https://www.insparya.es/,,insparya.es,,CLINICA CAPILAR,Pending,duplicate_website_domain:insparya.es,1652,Insparya® | Clínica salud capilar Barcelona
2114,Instituto Capilar Saint Antoine de París,http://www.capilarsaintantoine.com/,,capilarsaintantoine.com,,CLINICA CAPILAR,Pending,duplicate_website_domain:capilarsaintantoine.com,1655,Instituto Capilar Saint Antoine de París
2115,Instituto Quirúrgico Capilar - Unidad Capilar I Gournay,https://institutoquirurgicocapilar.com/,,institutoquirurgicocapilar.com,,CLINICA CAPILAR,Pending,duplicate_website_domain:institutoquirurgicocapilar.com,1609,Gournay Clínica Capilar en Barcelona - Instituto Quirúrgico Capilar
2116,Istituto Giglio Centro di Tricologia Reggio Emilia,https://www.istitutogiglio.it/,,istitutogiglio.it,,CLINICA CAPILAR,Pending,duplicate_website_domain:istitutogiglio.it,1660,Istituto Giglio Centro di Tricologia Reggio Emilia
2117,Istituto Giglio Centro di Tricologia Roma,http://www.istitutogiglio.it/,,istitutogiglio.it,,CLINICA CAPILAR,Pending,duplicate_website_domain:istitutogiglio.it,1660,Istituto Giglio Centro di Tricologia Reggio Emilia
2121,Manoli Hernández - Micropigmentación Capilar,https://www.manolihernandez.com/,info@manolihernandez.com,manolihernandez.com,,CLINICA CAPILAR,Pending,duplicate_email:info@manolihernandez.com,1742,Manoli Hernández - Micropigmentación Capilar
2122,May Clínica Médica Capilar,https://www.implantes-capilares.com/,,implantes-capilares.com,,CLINICA CAPILAR,Pending,duplicate_website_domain:implantes-capilares.com,1760,May Clínica Médica Capilar
2123,Medical Hair Barcelona - Clínica Capilar,https://www.medicalhair.es/barcelona/,,medicalhair.es,,CLINICA CAPILAR,Pending,duplicate_website_domain:medicalhair.es,1767,Medical Hair Barcelona - Clínica Capilar
2124,Merlos y Caraza Clinica medicina estética y capilar,https://merloscaraza.com/,atencion@merloscaraza.com,merloscaraza.com,,CLINICA CAPILAR,Pending,duplicate_email:atencion@merloscaraza.com,1773,Merlos y Caraza Clinica medicina estética y capilar
2126,Micropigmentació Capilar Barcelona,http://micropigmentacioncapilarbcn.com/,,micropigmentacioncapilarbcn.com,,CLINICA CAPILAR,Pending,duplicate_website_domain:micropigmentacioncapilarbcn.com,1778,Micropigmentació Capilar Barcelona
2127,Micropigmentació Capilar Densitat Barcelona,http://micropigmentacion-barcelona.com/,,micropigmentacion-barcelona.com,,CLINICA CAPILAR,Pending,duplicate_website_domain:micropigmentacion-barcelona.com,1779,Micropigmentació Capilar Densitat Barcelona
2129,Newman - Centro Capilar Unisex,https://www.capilarnewman.es/,,capilarnewman.es,,CLINICA CAPILAR,Pending,duplicate_website_domain:capilarnewman.es,1796,Newman - Centro Capilar Unisex
2130,Oscar Arango | Micropigmentación Capilar Barcelona,https://oscararangocapilar.com/,,oscararangocapilar.com,,CLINICA CAPILAR,Pending,duplicate_website_domain:oscararangocapilar.com,1813,Oscar Arango | Micropigmentación Capilar Barcelona
2131,Pelucas Danien Centro Capilar,https://danien.com/,,danien.com,,CLINICA CAPILAR,Pending,duplicate_website_domain:danien.com,1831,Pelucas Danien Centro Capilar
2132,PlusCapilar & Estética,https://pluscapilar.com/es/inicio/,,pluscapilar.com,,CLINICA CAPILAR,Pending,duplicate_website_domain:pluscapilar.com,1913,PlusCapilar & Estética
2133,Remind Hair | Clínica capilar Barcelona,https://www.remindhair.com/,,remindhair.com,,CLINICA CAPILAR,Pending,duplicate_website_domain:remindhair.com,1281,Remind Hair | Tricólogo Barcelona
2134,Rueber Centro Capilar,http://www.ruebercentrocapilar.es/,,ruebercentrocapilar.es,,CLINICA CAPILAR,Pending,duplicate_website_domain:ruebercentrocapilar.es,1940,Rueber Centro Capilar
2135,SANIGER Centro Capilar,http://saniger.es/,,saniger.es,,CLINICA CAPILAR,Pending,duplicate_website_domain:saniger.es,1945,SANIGER Centro Capilar
2136,SIMONE TRICHOLOGY,https://www.simonehair.com/,,simonehair.com,,CLINICA CAPILAR,Pending,duplicate_website_domain:simonehair.com,1948,SIMONE TRICHOLOGY
2137,Sanantur - Implante capilar en Barcelona,https://sanantur.com/,,sanantur.com,,CLINICA CAPILAR,Pending,duplicate_website_domain:sanantur.com,1978,Sanantur - Implante capilar en Barcelona
2138,Società Italiana di Tricologia,http://sitri.it/,,sitri.it,,CLINICA CAPILAR,Pending,duplicate_website_domain:sitri.it,1988,Società Italiana di Tricologia
2139,Svenson - Clínica capilar en Barcelona - Muntaner,https://www.svenson.es/centros-capilares/centro-capilar-barcelona-muntaner/,,svenson.es,,CLINICA CAPILAR,Pending,duplicate_website_domain:svenson.es,1997,Svenson - Clínica capilar en Barcelona - Muntaner
2140,Trasplante Capilar SIN rapar Dra Lorena Barboza,https://www.villodres.org/,,villodres.org,,CLINICA CAPILAR,Pending,duplicate_website_domain:villodres.org,1182,IVD CLINICA DE TRASPLANTE CAPILAR
2149,▷ Aslan Capilar - Clínica Capilar en Barcelona,http://www.aslancapilar.com/,,aslancapilar.com,,CLINICA CAPILAR,Pending,duplicate_website_domain:aslancapilar.com,1378,Aslan Cirugía Plástica
2166,Ana Carola Massage,https://www.instagram.com/anacarolamassage?utm_source=qr&igshid=YTlmZjI0ZWMzOA==,,instagram.com,"Carrer de Mallorca, 528, Bjs, Sant Martí, 08026 Barcelona, Spain",SPA,Pending,duplicate_website_domain:instagram.com,50,"Centro De Belleza y Estética ""A Todo Estilo"""
2221,Centro De Salud Integral,http://centrosaludintegral.net/,,centrosaludintegral.net,"Carrer de Portugal, 40, 08907 L'Hospitalet de Llobregat, Barcelona, Spain",SPA,Pending,duplicate_website_domain:centrosaludintegral.net,926,Centre Salut Integral
2247,Club Metropolitan Iradier,http://www.clubmetropolitan.com/gimnasio/barcelona/metropolitan-iradier,,clubmetropolitan.com,"Carrer de les Escoles Pies, 105, Sarrià-Sant Gervasi, 08017 Barcelona, Spain",SPA,Pending,duplicate_website_domain:clubmetropolitan.com,2246,Club Metropolitan Gran Vía
2255,Daniela Therapeutic Massage Barcelona,https://instagram.com/daniela.therapeutic.massage?igshid=MmJiY2I4NDBkZg==,,instagram.com,"Carrer Nou de la Rambla, 97 bis, Ciutat Vella, 08001 Barcelona, Spain",SPA,Pending,duplicate_website_domain:instagram.com,50,"Centro De Belleza y Estética ""A Todo Estilo"""
2257,Deep Massage Therapy,https://book.heygoldie.com/Deep-Massage-Therapy-c874a04e46fb,,book.heygoldie.com,"Carrer de Santa Anna, 26, 28 , 1-2, Ciutat Vella, 08009 Barcelona, Spain",SPA,Pending,duplicate_website_domain:book.heygoldie.com,26,Barbies Beauty Lounge
2274,Espai Salut Noumedic,http://www.noumedic.com/,,noumedic.com,"Espai Salut Noumedic, Avd. del Bosque, 23, 08906 L'Hospitalet de Llobregat, Barcelona, Spain",SPA,Pending,duplicate_website_domain:noumedic.com,908,CLÍNICA NOUMÈDIC
2290,Hammam Al Ándalus Plaza Mayor,https://madrid.hammamalandalus.com/?utm_source=google-mybusiness&utm_medium=gmb-organico&utm_campaign=general-sitio-web-202509&utm_content=enlace-texto,,madrid.hammamalandalus.com,"C. de Atocha, 14, Centro, 28012 Madrid, Spain",SPA,Pending,duplicate_website_domain:madrid.hammamalandalus.com,2289,Hammam Al Ándalus Madrid Plaza Mayor
2292,Hammam Bouchra,https://www.instagram.com/reel/DIzdPcoO4sx/?igsh=MTJiM240bG1nZ2ZnNw==,,instagram.com,"Carrer de Sant Joaquim, 135, 08922 Santa Coloma de Gramenet, Barcelona, Spain",SPA,Pending,duplicate_website_domain:instagram.com,50,"Centro De Belleza y Estética ""A Todo Estilo"""
2301,Human Hub,https://www.instagram.com/_human_hub/,,instagram.com,"Carrer de Trafalgar, 34, Ciutat Vella, 08010 Barcelona, Spain",SPA,Pending,duplicate_website_domain:instagram.com,50,"Centro De Belleza y Estética ""A Todo Estilo"""
2313,Karya Masaje y Reiki,https://wa.me/34663186846,,wa.me,"Carrer de Luis Antúnez, 10, Gràcia, 08006 Barcelona, Spain",SPA,Pending,duplicate_website_domain:wa.me,227,Farmacia España 247
2323,Lorem Masaje & Bienestar Barcelona,https://instagram.com/lorembcn?igshid=YmMyMTA2M2Y=,,instagram.com,"Carrer de Nicaragua, 55, Sants-Montjuïc, 08029 Barcelona, Spain",SPA,Pending,duplicate_website_domain:instagram.com,50,"Centro De Belleza y Estética ""A Todo Estilo"""
2354,Mayan Secret Spa,https://www.mayanspas.com/es/p/marca/mayan-secret-spa,info@mayanluxuryspa.com,mayanspas.com,"Carrer de Pau Claris, 150, Eixample, 08009 Barcelona, Spain",SPA,Pending,duplicate_email:info@mayanluxuryspa.com,726,Mayan Luxury Spa
2355,Metropolitan Arenes,http://clubmetropolitan.com/gimnasio/las-arenas,,clubmetropolitan.com,"Gran Via de les Corts Catalanes, 373, 385, Eixample, 08015 Barcelona, Spain",SPA,Pending,duplicate_website_domain:clubmetropolitan.com,2246,Club Metropolitan Gran Vía
2359,Moon Relax Spa,https://moonrelaxspa.com/,hello@moonrelaxspa.com,moonrelaxspa.com,"Plaça de la Sagrada Família, 10, 6.1, Eixample, 08025 Barcelona, Spain",SPA,Pending,duplicate_email:hello@moonrelaxspa.com,744,Moon Relax Spa
2361,Mystic Masajes Bcn,https://www.instagram.com/mysticmasajesbcn?utm_source=qr&igsh=MWZyZm4yNTR1ZTFlbQ==,,instagram.com,"Carrer del Marquès de Sentmenat, 88, Les Corts, 08029 Barcelona, Spain",SPA,Pending,duplicate_website_domain:instagram.com,50,"Centro De Belleza y Estética ""A Todo Estilo"""
2399,SALUD y BIENESTAR,https://www.facebook.com/profile.php?id=100076010224097,,facebook.com,"Carrer Amapolas, 7, 08906 L'Hospitalet de Llobregat, Barcelona, Spain",SPA,Pending,duplicate_website_domain:facebook.com,91,"Les Pintes, peluquería, centro de belleza"
2408,Salud y belleza,https://www.facebook.com/saludibellesa/,,facebook.com,"Carrer de Sant Antoni Maria Claret, 377-381, B-2, Sant Andreu, 08027 Barcelona, Spain",SPA,Pending,duplicate_website_domain:facebook.com,91,"Les Pintes, peluquería, centro de belleza"
2428,Spa Hammam PHE,https://www.facebook.com/profile.php?id=100009437297812,,facebook.com,"Pl. de Trafalgar, 15, 08913 Badalona, Barcelona, Spain",SPA,Pending,duplicate_website_domain:facebook.com,91,"Les Pintes, peluquería, centro de belleza"
2454,The One Barcelona,https://www.hotelstheone.com/en/barcelona-hotels/the-one-barcelona?utm_source=google_my_business&utm_medium=boton_sitio_web&utm_campaign=hto,,hotelstheone.com,"Carrer de Provença, 277, Eixample, 08037 Barcelona, Spain",SPA,Pending,duplicate_website_domain:hotelstheone.com,2259,Despacio Spa at The One
2455,"The Spa at Mandarin Oriental, Barcelona",https://www.mandarinoriental.com/en/barcelona/passeig-de-gracia/wellness/the-spa?htl=MOBCN&kw=MOBCN_spa&eng=google&src=local,mobcn-reservations@mohg.com,mandarinoriental.com,"Pg. de Gràcia, 38-40, Eixample, 08007 Barcelona, Spain",SPA,Pending,duplicate_email:mobcn-reservations@mohg.com,2332,"Mandarin Oriental, Barcelona"
2465,Vimi_massage,https://instagram.com/vimi_massage?igshid=ZDc4ODBmNjlmNQ==,,instagram.com,"Carrer de Floridablanca, 129, Eixample, 08011 Barcelona, Spain",SPA,Pending,duplicate_website_domain:instagram.com,50,"Centro De Belleza y Estética ""A Todo Estilo"""
